,Unnamed: 0,File Name,Candidate,Sentence,Propaganda Segments,Loaded_Language,"Name_Calling,Labeling",Repetition,"Exaggeration,Minimisation",Doubt,Appeal_to_fear-prejudice,Flag-Waving,Causal_Oversimplification,Slogans,Appeal_to_Authority,Black-and-White_Fallacy,Thought-terminating Cliches,"Whataboutism,Straw_Men,Red_Herring","Obfuscation,Intentional_Vagueness,Confusion","Bandwagon,Reductio_ad_hitlerum",Num Prop,Thought-terminating_Cliches,Content_Category
1359,1359,DT_press_release_139.txt,DT,"This is about Making America Great Again."" ""Mr","""This is about Making America Great Again."""""": Repetition",,,1.0,,,,,,,,,,,,,1.0,,press_release
1360,1360,DT_press_release_139.txt,DT,"Trump will hold events in Illinois Ohio and Missouri today and tomorrow before returning to Florida ahead of Tuesdays winner-take-all-primary."" ","""winner-take-all-primary."""""": Repetition",,,1.0,,,,,,,,,,,,,1.0,,press_release
1361,1361,DT_press_release_307.txt,DT,"This money is a contribution made in order to Make America Great Again."" Mr","""Make America Great Again."""""": Repetition",,,1.0,,,,,,,,,,,,,1.0,,press_release
1362,1362,DT_press_release_307.txt,DT,Therefore he has personally invested in excess of $50 million dollars in the future of our country,the future of our country: Repetition,,,1.0,,,,,,,,,,,,,1.0,,press_release
1363,1363,DT_press_release_307.txt,DT,Unlike the all talk no action politicians that have failed the American people for far too long Mr,the all talk no action politicians that have failed the American people for far too long: Repetition,,,1.0,,,,,,,,,,,,,1.0,,press_release
1364,1364,DT_press_release_307.txt,DT,Trump is not beholden to the special interests that have corrupted Washington D.C,Trump is not beholden to the special interests that have corrupted Washington D.C: Repetition,,,1.0,,,,,,,,,,,,,1.0,,press_release
1365,1365,DT_press_release_307.txt,DT,Trump will continue to put America and our people first,put America and our people first: Repetition,,,1.0,,,,,,,,,,,,,1.0,,press_release
1366,1366,DT_press_release_307.txt,DT,Trump and the campaign have assembled an exceptional fundraising operation which in recent days has been overwhelmed with contributions for the Republican Party,exceptional: Repetition,,,1.0,,,,,,,,,,,,,1.0,,press_release
1367,1367,DT_press_release_67.txt,DT,"Trumps message to take back the country."" Mr","""take back the country."""""": Repetition",,,1.0,,,,,,,,,,,,,1.0,,press_release
1368,1368,DT_press_release_67.txt,DT,"Trump stated ""This is a movement",a movement People believe in my vision to make our country better and stronger than ever before and I am so honored to have their support I am going to make you so proud--- we will: Flag-Waving,,,,,,,1.0,,,,,,,,,1.0,,press_release
1369,1369,DT_press_release_67.txt,DT,People believe in my vision to make our country better and stronger than ever before and I am so honored to have their support,"People believe in my vision to make our country better and stronger than ever before: Flag-Waving, ""so honored"": Loaded_Language",,,,,,,1.0,,,,,,,,,2.0,,press_release
1370,1370,DT_press_release_67.txt,DT,"I am going to make you so proud--- we will take our country back and Make America Great Again!"" Mr","""we will take our country back and Make America Great Again!"""""": Slogans",,,,,,,,,1.0,,,,,,,1.0,,press_release
1371,1371,DT_press_release_67.txt,DT,Trump continues to dominate all national and local polls including maintaining a massive twenty-six point lead in New Hampshire where he will compete in the first in the nation primary contest on Tuesday February 9th,dominate: Repetition,,,1.0,,,,,,,,,,,,,1.0,,press_release
1372,1372,DT_remarks_498.txt,DT,We are now 26 days away from the most important election of our lifetimes,"""the most important election of our lifetimes """""": Repetition",,,1.0,,,,,,,,,,,,,1.0,,remarks
1373,1373,DT_remarks_498.txt,DT,"""And weve only begun to fight."" If we win we will create a booming and thriving economy for young Americans","If we: Repetition, ""a booming and thriving economy for young Americans"": Exaggeration,Minimisation",,,1.0,,,,,,,,,,,,,2.0,,remarks
1374,1374,DT_remarks_498.txt,DT,But the Clinton Campaign has refused to discuss the issues,"""the Clinton Campaign has refused to discuss the issues They only place they want to go is the gutter."""""": Repetition",,,1.0,,,,,,,,,,,,,1.0,,remarks
1375,1375,DT_remarks_498.txt,DT,"They only place they want to go is the gutter."" So they have slandered and libeled me with false accusations – but we will not let these lies distract us from our campaign","slandered and: Loaded_Language, ""lies"": Repetition",1.0,,,,,,,,,,,,,,,2.0,,remarks
1376,1376,DT_remarks_498.txt,DT,It is disgraceful that you can have front page articles in the New York Times inventing false claims without any evidence any witnesses anything at all,disgraceful that you can have front page articles in the New York Times inventing false claims without any evidence any witnesses anything: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
1377,1377,DT_remarks_498.txt,DT,Right now our government has been taken hostage by global special interests that will stop at nothing to drain every last ounce of wealth from this country for their personal benefit,"our government: Flag-Waving, ""taken hostage by global special interests that will stop at nothing to drain every last ounce of wealth from this country for their personal benefit"": Causal_Oversimplification",,,,,,,1.0,,,,,,,,,2.0,,remarks
1378,1378,DT_remarks_498.txt,DT,The greatest weapon wielded by the Clinton Machine is the media,the Clinton Machine: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
1379,1379,DT_remarks_498.txt,DT,This Washington establishment will stop at nothing to stop all of us,will stop at nothing: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
1380,1380,DT_remarks_498.txt,DT,These are the people who have given us decades of endless wars producing only death and bloodshed but no victory,"endless wars: Repetition, ""death and bloodshed"": Causal_Oversimplification",,,1.0,,,,,,,,,,,,,2.0,,remarks
1381,1381,DT_remarks_498.txt,DT,"""These are the people whove allowed violent international cartels to invade our country and prey on our most vulnerable citizens","""""""These are the people whove allowed violent international cartels to invade our country and prey on our most vulnerable citizens Victims like Marilyn Pharis raped by an illegal immigrant with a lengthy criminal record and beaten to death with a hammer."""""": Causal_Oversimplification",,,,,,,,1.0,,,,,,,,1.0,,remarks
1382,1382,DT_remarks_498.txt,DT,"Victims like Marilyn Pharis raped by an illegal immigrant with a lengthy criminal record and beaten to death with a hammer."" ""These are the people whove let drugs pour into our country and poising our children."" These are the people who emptied the jobs out of Ohio Pennsylvania Michigan and North Carolina and shipped them to other countries","Victims: Name_Calling,Labeling, """"beaten to death with a hammer."""""""": Appeal_to_fear-prejudice, """"""""These are the people whove let drugs pour into our country and poising our children."""""""": Flag-Waving, """"These are the people who emptied the jobs out of Ohio Pennsylvania Michigan and North Carolina and shipped them to other countries """""""": Doubt",,1.0,,,,,,,,,,,,,,4.0,,remarks
1383,1383,DT_remarks_498.txt,DT,"""The political powers trying to stop us are the people whove stripped the jobs form our inner cities trapped millions of African-Americans and Hispanic-Americans in impoverished crime-besieged neighborhoods and left 70 million American women and child in poverty or near the brink of poverty."" ""At the center of this assault on American prosperity is the Clinton Machine","""""""The political powers trying to stop us are the people whove stripped the jobs form our inner cities trapped millions of African-Americans and Hispanic-Americans in impoverished crime-besieged neighborhoods and left 70 million American women and child"": Doubt, ""this assault on American prosperity"": Flag-Waving, ""the Clinton Machine They dont work for you they dont work for"": Name_Calling,Labeling",,,,,1.0,,,,,,,,,,,3.0,,remarks
1384,1384,DT_remarks_498.txt,DT,"They dont work for you they dont work for America the work only for themselves and their donors – including foreign government and foreign actors."" Hillary Clinton is a criminal who destroyed 33000 emails after a Congressional Subpoena","""Hillary Clinton is a criminal who destroyed 33000 emails after a Congressional Subpoena She ignored hundreds of requests for security in Benghazi causing the deaths of four brave Americans – and – including foreign government and foreign actors."""""": Flag-Waving",,,,,,,1.0,,,,,,,,,1.0,,remarks
1385,1385,DT_remarks_498.txt,DT,She defended a man who violently and viciously raped a 12 year-old girl by horribly smearing and blaming the victim – and the she laughed about getting the rapist off the hook,"violently and viciously raped: Loaded_Language, ""horribly smearing"": Loaded_Language",2.0,,,,,,,,,,,,,,,2.0,,remarks
1386,1386,DT_remarks_498.txt,DT,"Speaking in secret to a foreign bank Hillary pledged her support for ""open borders."" That means tens of millions of new foreign workers to compete against you for your jobs your wages your futures – shes selling out the future of young American of all backgrounds to enrich her donors","""shes selling out the future of young American of all backgrounds to enrich her donors """"We wont let it happen."""" Hillary and her special interest allies want"": Flag-Waving",,,,,,,1.0,,,,,,,,,1.0,,remarks
1387,1387,DT_remarks_498.txt,DT,In a Trump Administration we will work every day to make America great again for millennials,make America great again: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
1388,1388,DT_remarks_498.txt,DT,Students should not be asked to pay more on their loans than they can afford and the debt should not be an albatross around their necks for the rest of their lives,an albatross around their necks for the rest of their: Flag-Waving,,,,,,,1.0,,,,,,,,,1.0,,remarks
1389,1389,DT_remarks_498.txt,DT,In addition I will take steps to push colleges to cut the skyrocketing cost of tuition,skyrocketing cost: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
1390,1390,DT_remarks_498.txt,DT,Much of the skyrocketing cost of college education is due to the tremendous bloat in college administrators and bureaucrats,"skyrocketing cost: Repetition, ""tremendous"": Flag-Waving",,,1.0,,,,,,,,,,,,,2.0,,remarks
1391,1391,DT_remarks_498.txt,DT,"""Federal regulations are responsible for much of this administrative bloat",bloat: Flag-Waving,,,,,,,1.0,,,,,,,,,1.0,,remarks
1392,1392,DT_remarks_498.txt,DT,"In the past few decades political correctness has transformed our institutions of higher education from ones that fostered spirited debate to a place of extreme censorship where students are silenced."" We will end the political correctness and foster free and respectful dialogue",extreme censorship: Loaded_Language,1.0,,,,,,,,,,,,,,,1.0,,remarks
1393,1393,DT_remarks_498.txt,DT,I will simplify this confusing maze into a single Income-Based Repayment Program similar to those that have proved so popular in recent years,confusing maze: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
1394,1394,DT_remarks_498.txt,DT,"At the same time companies are importing low-wage workers on H-1B visas to take jobs from young college-trained Americans."" We will protect these jobs for Americans",Americans: Flag-Waving,,,,,,,1.0,,,,,,,,,1.0,,remarks
1395,1395,DT_remarks_498.txt,DT,A vote for me is a vote for change and a vote for me is really a vote for you,A vote for me is a vote for change and a vote for me is really a vote for you Together we are going to make America great again: Slogans,,,,,,,,,1.0,,,,,,,1.0,,remarks
1396,1396,DT_remarks_513.txt,DT,"""Our opponents have spent more money than ever before in the history of campaigns -- raised from special interests -- and yet we are leading in the polls from Rasmussen LA Times and Investors Business Daily."" Early voting is underway so make sure to send in your ballot",have spent more money than ever before in the history of campaigns: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
1397,1397,DT_remarks_513.txt,DT,"Thats how our system is corrupt and broken."" ""Were going to take on big donors big business and big media that have enriched themselves at your expense."" The media is so corrupt that Hillary was given the exact questions to a previous debate word for word by Donna Brazile – who is now under tremendous pressure to resign","our system: Flag-Waving, """"corrupt and broken."""""""": Loaded_Language, ""so corrupt"": Doubt",,,,,,,1.0,,,,,,,,,3.0,,remarks
1398,1398,DT_remarks_513.txt,DT,Hillary was given the questions used the questions and never said that she did something that was totally inappropriate,totally inappropriate: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
1399,1399,DT_remarks_513.txt,DT,Years ago there was a show called the $64000 question – a contestant got the questions in advance his life was ruined,ruined: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
1400,1400,DT_remarks_513.txt,DT,"""Now from WikiLeaks weve just learned she tried to get $12 million from the King of Morocco for an appearance – more pay-for-play."" That is why I am proposing a package of ethics reforms to make our government honest once again","""pay-for-play."""""": Repetition, ""our government"": Flag-Waving",,,1.0,,,,,,,,,,,,,2.0,,remarks
1401,1401,DT_remarks_513.txt,DT,My plan for the economy can be summed up in three simple words: Jobs Jobs Jobs At the center of my historic jobs plan will be fixing our terrible trade deals,terrible: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
1402,1402,DT_remarks_513.txt,DT,We have nearly an $800 billion dollar annual trade deficit in goods with the world and the worst so-called recovery since the Great Depression,"the worst so-called recovery: Exaggeration,Minimisation",,,,1.0,,,,,,,,,,,,1.0,,remarks
1403,1403,DT_remarks_513.txt,DT,"And its getting worse."" To the African-American and Hispanic voters suffering I say: what do you have to lose? Vote for Donald Trump","""its getting worse."""""": Repetition, ""what do you have to lose? Vote for Donald Trump I will fix it We will be a rich nation once again But to be a rich country we must also be a safe country National"": Flag-Waving, """"its getting worse."""""""": Repetition, ""what do you have to lose? Vote for Donald Trump I will fix it We will take care of our inner cities and we will bring safety prosperity and security to the people of Philadelphia We"": Black-and-White_Fallacy",,,2.0,,,,,,,,,,,,,4.0,,remarks
1404,1404,DT_remarks_513.txt,DT,"""As Secretary of State Hillary Clinton allowed thousands of criminal aliens to be released because their home countries wouldnt take them back."" It was just reported that a man deported from our country 10 times in six years has been charged with raping a 12-year old girl",criminal aliens: Repetition,,,1.0,,,,,,,,,,,,,1.0,,remarks
1405,1405,DT_remarks_513.txt,DT,In August Texas Police arrested a serial illegal immigrant rapist who had been deported five times his victims included one 68 year-old woman with a cane who took his offer to drive her home,"serial: Name_Calling,Labeling",,1.0,,,,,,,,,,,,,,1.0,,remarks
1406,1406,DT_remarks_513.txt,DT,A 64 year-old Air Force Veteran Marilyn Pharis was raped and beaten to death with a hammer by a repeat-offending criminal illegal immigrant who should have been deported – but never was,"beaten to death: Repetition, ""beaten to death"": Repetition",,,2.0,,,,,,,,,,,,,2.0,,remarks
1407,1407,DT_remarks_513.txt,DT,What kind of government allows its citizens to suffer such horrors? Either we win this election or we lose the country,"What kind of government allows its citizens to suffer such horrors: Repetition, ""Either we win this election or we lose the country A victory in November will be a victory for you the American people"": Black-and-White_Fallacy",,,1.0,,,,,,,,,,,,,2.0,,remarks
1408,1408,DT_remarks_513.txt,DT,Here are some of the amazing things we are going to do for our country starting in 2017: We are going to have the biggest tax cut since Ronald Reagan; eliminate every unnecessary job-killing regulation; defend religious liberty; provide school choice to every low-income child in America and we are going to end Common Core; support the men and women of law enforcement; save the 2nd amendment; and appoint Justices to the Supreme Court who will uphold and defend the Constitution of the United States,"amazing things: Repetition, ""our country"": Repetition, ""the biggest tax cut since Ronald Reagan"": Exaggeration,Minimisation, ""eliminate every unnecessary job-killing regulation"": Exaggeration,Minimisation, ""eliminate amazing things"": Flag-Waving, ""our country"": Flag-Waving, ""the biggest tax cut since Ronald Reagan"": Exaggeration,Minimisation, ""eliminate every unnecessary job-killing regulation"": Exaggeration,Minimisation",,,2.0,,,,,,,,,,,,,8.0,,remarks
1409,1409,DT_remarks_513.txt,DT,Our campaign is powered by our love for this country and our love for our fellow citizens,"""our love for this country and our love for our fellow citizens """""": Repetition",,,1.0,,,,,,,,,,,,,1.0,,remarks
1410,1410,DT_remarks_513.txt,DT,"""Its a campaign about rejecting the cynicism and elitism of our failed political establishment."" I am going to fight for every citizen of every background from every stretch of this nation",failed: Loaded_Language,1.0,,,,,,,,,,,,,,,1.0,,remarks
1411,1411,DT_remarks_513.txt,DT,"""Im going to fight for every child living in poverty."" ""Im going to fight for every mom who lost her child to illegal immigration and drugs and gang violence."" ""Im going to fight for every community whose jobs and factories have been ripped out of states like North Carolina and shipped to other countries."" ""Im going to fight for every person in this country who believes government should serve the people – not the donors and special interests."" And I am going to fight to bring us all together as Americans","""fight for every person in this country who believes government should serve the people – not the donors and special interests."""""": Flag-Waving, """"who believes government should serve the people – not the donors and special interests."""""""": Name_Calling,Labeling",,,,,,,1.0,,,,,,,,,2.0,,remarks
1412,1412,DT_remarks_513.txt,DT,"""Youre going to look back at this rally for the rest of your life."" ""Youre going to remember this day."" ""This is a movement like youve never seen before."" ""Youre going to look back at this election and say this is by far the most"" ""important vote youve ever cast for anyone at any time."" Because if we win – We Will Make America Wealthy Again","""a movement like youve never seen before."""""": Repetition, """"by far the most"""" """"important vote youve ever cast for anyone at any time."""""""": Repetition, ""We Will Make America Wealthy Again We Will Make America"": Slogans",,,2.0,,,,,,,,,,,,,3.0,,remarks
1413,1413,DT_retweets_10_4.txt,DT,"@dantegtmeyer: # ISIS Reportedly Murders Spies Calls #DavidCameron Slave of the #WH Video   ARE YOU WELCOME NOW
","Spies: Name_Calling,Labeling",,1.0,,,,,,,,,,,,,,1.0,,retweet
1414,1414,DT_retweets_127_1.txt,DT,"@Johnsmi01433966: The establishment doesnt like you because they cant control you and get you to lie to us and keep ripping us off.
",they cant control: Loaded_Language,1.0,,,,,,,,,,,,,,,1.0,,retweet
1415,1415,DT_retweets_491_3.txt,DT,"@CharleneOsbor17: @realDonaldTrump politicians dont count. Its the people. We are behind trump all the way to White House.
","politicians dont count. Its the people: Black-and-White_Fallacy, ""We are behind trump all the way to White House"": Appeal_to_fear-prejudice",,,,,,,,,,,1.0,,,,,2.0,,retweet
1416,1416,DT_retweets_88_1.txt,DT,"@jd4160: Nice column by Bill Donahue head of Catholic League. Hes a blue collar New Yorker and gets it
","a blue collar New Yorker: Name_Calling,Labeling",,1.0,,,,,,,,,,,,,,1.0,,retweet
1417,1417,DT_retweets_8_3.txt,DT,"@SalRiccobono: @realDonaldTrump @troyconway Donald get big business back and# MAKE AMERICA GREAT AGAIN FOR
",MAKE AMERICA GREAT AGAIN: Slogans,,,,,,,,,1.0,,,,,,,1.0,,retweet
1418,1418,DT_retweets_95_4.txt,DT,"@ChJLuc91: @YomasterJon @RichardTBurnett Scary how smoothly Cruz looks into the camera and lies about Trump CANT be #POTUS! #Trump2016
",Scary how smoothly Cruz looks into the camera and lies about Trump CANT be: Doubt,,,,,1.0,,,,,,,,,,,1.0,,retweet
1419,1419,DT_statement_261.txt,DT,"""Based on the fact that the Democratic nominating process is totally rigged and Crooked Hillary Clinton and Deborah Wasserman Schultz will not allow Bernie Sanders to win and now that I am the presumptive Republican nominee it seems inappropriate that I would debate the second place finisher",the Democratic nominating process is totally rigged and Crooked Hillary Clinton: Doubt,,,,,1.0,,,,,,,,,,,1.0,,statement
1420,1420,DT_statement_261.txt,DT,Likewise the networks want to make a killing on these events and are not proving to be too generous to charitable causes in this case womens health issues,want to make a killing on: Doubt,,,,,1.0,,,,,,,,,,,1.0,,statement
1421,1421,DT_statement_261.txt,DT,"Therefore as much as I want to debate Bernie Sanders - and it would be an easy payday - I will wait to debate the first place finisher in the Democratic Party probably Crooked Hillary Clinton or whoever it may be."" ",an easy payday: Doubt,,,,,1.0,,,,,,,,,,,1.0,,statement
1422,1422,DT_statement_328.txt,DT,"These false attacks by Hillary Clinton trying to link the Star of David with a basic star often used by sheriffs who deal with criminals and criminal behavior (showing an inscription that says ""Crooked Hillary is the most corrupt candidate ever"") with anti-Semitism is ridiculous","""""""Crooked Hillary is the most corrupt candidate ever"""""": Repetition, ""ridiculous"": Repetition",,,2.0,,,,,,,,,,,,,2.0,,statement
1423,1423,DT_statement_328.txt,DT,Clinton through her surrogates is just trying to divert attention from the dishonest behavior of herself and her husband,dishonest behavior: Loaded_Language,1.0,,,,,,,,,,,,,,,1.0,,statement
1424,1424,DT_statement_328.txt,DT,The real questions are why was Bill Clinton meeting secretly with the US Attorney General on her case and where are the 33000 missing emails and all of the other information missing from her case - Why are there so many lies? ,"why was Bill Clinton meeting secretly with the US Attorney General on: Doubt, ""Why are there so many lies"": Doubt",,,,,2.0,,,,,,,,,,,2.0,,statement
1425,1425,DT_tweets_102_12.txt,DT,"Just saw the phony ad by Cruz - totally false more dirty tricks. He got caught in so many lies - is this man crazy?
","totally false: Name_Calling,Labeling, ""dirty tricks"": Loaded_Language",,1.0,,,,,,,,,,,,,,2.0,,tweet
1426,1426,DT_tweets_102_5.txt,DT,"I hear the Rickets family who own the Chicago Cubs are secretly spending $s against me. They better be careful they have a lot to hide!
",They better be careful they have a lot to hide: Appeal_to_fear-prejudice,,,,,,1.0,,,,,,,,,,1.0,,tweet
1427,1427,DT_tweets_104_3.txt,DT,"Thank you Illinois! Great news! #VoteTrumpIL on 3/15!Trump 28%Cruz 15%Rubio 14%Kasich 13%Bush 8%Carson 6%Simon Poll/SIU
",Thank you Illinois: Slogans,,,,,,,,,1.0,,,,,,,1.0,,tweet
1428,1428,DT_tweets_124_16.txt,DT,"Just another desperate move by the man who should have easily beaten Barrack Obama. (2/2)
",desperate: Loaded_Language,1.0,,,,,,,,,,,,,,,1.0,,tweet
1429,1429,DT_tweets_124_6.txt,DT,"Thank you Arkansas! #Trump2016#SuperTuesday
",Thank you Arkansas: Slogans,,,,,,,,,1.0,,,,,,,1.0,,tweet
1430,1430,DT_tweets_13_5.txt,DT,"Man shot inside Paris police station. Just announced that terror threat is at highest level. Germany is a total mess-big crime. GET SMART!
",total mess-big crime. GET SMART: Loaded_Language,1.0,,,,,,,,,,,,,,,1.0,,tweet
1431,1431,DT_tweets_143_1.txt,DT,"I just got off the phone with the great people of Guam! Thank you for your support! #VoteTrump today! #Trump2016
",great people: Loaded_Language,1.0,,,,,,,,,,,,,,,1.0,,tweet
1432,1432,DT_tweets_152_9.txt,DT,"Going to Salt Lake City Utah for a big rally. Lyin Ted Cruz should not be allowed to win there - Mormons dont like LIARS! I beat Hillary
",Mormons dont like LIARS: Black-and-White_Fallacy,,,,,,,,,,,1.0,,,,,1.0,,tweet
1433,1433,DT_tweets_15_3.txt,DT,"South Carolina rally last night was so unbelievably exciting (and fun). I am now off to Iowa for two big rallies - packed houses. Love it!
","so unbelievably exciting: Loaded_Language, ""Love it"": Loaded_Language",2.0,,,,,,,,,,,,,,,2.0,,tweet
1434,1434,DT_tweets_161_12.txt,DT,"Europe and the U.S. must immediately stop taking in people from Syria. This will be the destruction of civilization as we know it! So sad!
","Europe and the U.S. must immediately stop taking in people from Syria: Black-and-White_Fallacy, ""This will be the destruction of civilization as we know it"": Appeal_to_fear-prejudice, ""So sad"": Loaded_Language",,,,,,,,,,,1.0,,,,,3.0,,tweet
1435,1435,DT_tweets_161_6.txt,DT,"Remember when I recently said that Brussels is a hell hole and a mess and the failing @nytimes wrote a critical article. I was so right!
","a hell hole and a mess: Name_Calling,Labeling, ""the failing @nytimes"": Name_Calling,Labeling",,2.0,,,,,,,,,,,,,,2.0,,tweet
1436,1436,DT_tweets_165_2.txt,DT,"Wow sleepy eyes @chucktodd is at it again. He is do totally biased. The things I am saying are correct. - far better vision than the others
",Wow sleepy eyes: Loaded_Language,1.0,,,,,,,,,,,,,,,1.0,,tweet
1437,1437,DT_tweets_17_1.txt,DT,"Thank you to our law enforcement officers! #LESM #Trump2016
",Thank you to our law enforcement officers: Slogans,,,,,,,,,1.0,,,,,,,1.0,,tweet
1438,1438,DT_tweets_187_5.txt,DT,"“Donald Trump—The Disrupter” will air on @FoxNews Saturday night and Sunday night at 8 PM ET. Anchored by @BretBaier. @johnrobertsFox
","The Disrupter”: Name_Calling,Labeling",,1.0,,,,,,,,,,,,,,1.0,,tweet
1439,1439,DT_tweets_198_2.txt,DT,"Thank you America! #Trump2016
","Thank you America: Slogans, ""Thank you America"": Slogans, ""Thank you America"": Slogans",,,,,,,,,3.0,,,,,,,3.0,,tweet
1440,1440,DT_tweets_1_11.txt,DT,"Heading to Biloxi Mississippi. Massive crowds expected. Thank you for your support! #VoteTrump2016
",Thank you for your support: Thought-terminating_Cliches,,,,,,,,,,,,,,,,1.0,1.0,tweet
1441,1441,DT_tweets_203_5.txt,DT,"Ted Cruz is mathematically out of winning the race. Now all he can do is be a spoiler never a nice thing to do. I will beat Hillary!
",I will beat Hillary: Thought-terminating_Cliches,,,,,,,,,,,,,,,,1.0,1.0,tweet
1442,1442,DT_tweets_218_6.txt,DT,"Wow the ridiculous deal made between LyinTed Cruz and 1 for 42 John Kasich has just blown up. What a dumb deal - dead on arrival!
","ridiculous deal: Loaded_Language, ""What a dumb deal"": Loaded_Language",2.0,,,,,,,,,,,,,,,2.0,,tweet
1443,1443,DT_tweets_221_2.txt,DT,"Thank you Indiana! #Trump2016
","Thank you Indiana: Slogans, ""Thank you Indiana"": Slogans",,,,,,,,,2.0,,,,,,,2.0,,tweet
1444,1444,DT_tweets_232_8.txt,DT,"Remember when the two failed presidential candidates Lindsey Graham and Jeb Bush signed a binding PLEDGE? They broke the deal no honor!
","failed presidential candidates: Name_Calling,Labeling",,1.0,,,,,,,,,,,,,,1.0,,tweet
1445,1445,DT_tweets_239_14.txt,DT,"Isnt it funny when a failed Senator like goofy Elizabeth Warren can spend a whole day tweeting about Trump & gets nothing done in Senate?
","a failed Senator like goofy Elizabeth Warren can spend a whole day tweeting about Trump & gets nothing done in Senate: Whataboutism,Straw_Men,Red_Herring",,,,,,,,,,,,,1.0,,,1.0,,tweet
1446,1446,DT_tweets_244_7.txt,DT,"The media is really on a witch-hunt against me. False reporting and plenty of it - but we will prevail!
","The media is really on a witch-hunt against me: Loaded_Language, ""False reporting and plenty of it"": Exaggeration,Minimisation",1.0,,,,,,,,,,,,,,,2.0,,tweet
1447,1447,DT_tweets_246_11.txt,DT,"The failing @nytimes is greatly embarrassed by the totally dishonest story they did on my relationship with women.
",The failing @nytimes is greatly embarrassed by the totally dishonest story they did on my relationship with women: Doubt,,,,,1.0,,,,,,,,,,,1.0,,tweet
1448,1448,DT_tweets_246_5.txt,DT,"The @nytimes is so dishonest. Their hit piece cover story on me yesterday was just blown up by Rowanne Brewer who said it was a lie!
",The @nytimes is so dishonest: Doubt,,,,,1.0,,,,,,,,,,,1.0,,tweet
1449,1449,DT_tweets_253_9.txt,DT,"Thanks @piersmorgan! Trump is the most unpredictable extraordinary entertaining&massively popular candidate this country has ever seen.
","the most unpredictable extraordinary entertaining&massively popular candidate this country has ever seen: Exaggeration,Minimisation",,,,1.0,,,,,,,,,,,,1.0,,tweet
1450,1450,DT_tweets_264_2.txt,DT,"Heading to D.C. to see and hear ROLLING THUNDER. Amazing people that LOVE OUR COUNTRY. Great spirit!
","Amazing people that LOVE OUR COUNTRY: Flag-Waving, ""Great spirit"": Loaded_Language",,,,,,,1.0,,,,,,,,,2.0,,tweet
1451,1451,DT_tweets_279_7.txt,DT,"Thank you to all for your wonderful comments on my speech. I could feel the electricity in thr air. Great reviews - most votes ever recieved
",wonderful: Loaded_Language,1.0,,,,,,,,,,,,,,,1.0,,tweet
1452,1452,DT_tweets_280_3.txt,DT,"As expected the media is very much against me. Their dishonesty is amazing but just like our big wins in the primaries we will win!
","Their dishonesty is amazing: Exaggeration,Minimisation",,,,1.0,,,,,,,,,,,,1.0,,tweet
1453,1453,DT_tweets_28_3.txt,DT,"please explain to the very dumb and failing @glennbeck that I supported John McCain big league in 2008 not Obama!
","the very dumb and failing @glennbeck: Name_Calling,Labeling",,1.0,,,,,,,,,,,,,,1.0,,tweet
1454,1454,DT_tweets_313_10.txt,DT,"The @ABC poll sample is heavy on Democrats. Very dishonest - why would they do that? Other polls good!
",Very dishonest - why would they do that: Doubt,,,,,1.0,,,,,,,,,,,1.0,,tweet
1455,1455,DT_tweets_318_3.txt,DT,"Hillary Clintons Presidency would be catastrophic forthe future of our country. She is ill-fit with bad judgment.
",Hillary Clintons Presidency would be catastrophic forthe future of our country: Appeal_to_fear-prejudice,,,,,,1.0,,,,,,,,,,1.0,,tweet
1456,1456,DT_tweets_321_7.txt,DT,"One of the reasons Hillary hid her emails was so the public wouldnt see how she got rich- selling out America.
",One of the reasons Hillary hid her emails was so the public wouldnt see how she got rich- selling out America: Causal_Oversimplification,,,,,,,,1.0,,,,,,,,1.0,,tweet
1457,1457,DT_tweets_323_5.txt,DT,"great job on FOX this morning. Keep up the good work!
",Keep up the good work: Thought-terminating_Cliches,,,,,,,,,,,,,,,,1.0,1.0,tweet
1458,1458,DT_tweets_327_1.txt,DT,"Just watched @meetthepress and how totally biased against me Chuck Todd and the entire show is against me.The good news-the people get it!
","totally biased against me: Exaggeration,Minimisation",,,,1.0,,,,,,,,,,,,1.0,,tweet
1459,1459,DT_tweets_329_11.txt,DT,"With Hillary and Obama the terrorist attacks will only get worse. Politically correct fools wont even call it what it is - RADICAL ISLAM!
","With Hillary and Obama the terrorist attacks will only get worse: Bandwagon,Reductio_ad_hitlerum, ""Politically correct fools"": Name_Calling,Labeling",,,,,,,,,,,,,,,1.0,2.0,,tweet
1460,1460,DT_tweets_354_11.txt,DT,"Voters understand that Crooked Hillarys negative ads are not true- just like her email lies and her other fraudulent activity.
","Crooked Hillarys negative: Name_Calling,Labeling, ""just like her email lies and her other fraudulent activity"": Doubt",,1.0,,,,,,,,,,,,,,2.0,,tweet
